,ADDR,bun,ji,region_cd,소방청 / 화재·구조·구급 통계시스템,OCRN_YMD,DAM_AMT,DCSD_CNT,OCRN_MM,CSTS_CNT,YMAP_CRTS,ROAD_NM_ADDR,RSN_,XMAP_CRTS,SN,GEOM,INJPSN_CNT
127,충청북도 진천군 이월면 노원리 1131,1131,,4375035023,2020.0,4.0,6600,0,8.0,0,4425729.605,,폭우로 인한 제방붕괴,14185044.41,570,POINT(14185044.410599999 4425729.6046000002),0
128,충청북도 진천군 이월면 노원리 346,346,,4375035023,2017.0,16.0,15233,0,7.0,0,4425699.117,,호우로 인한 세천 제방 유실,14184995.43,590,POINT(14184995.4301 4425699.1173999999),0
129,충청북도 진천군 이월면 노원리 573-3,573,3,4375035023,2020.0,1.0,22960,0,8.0,0,4426865.77,,폭우로 인한 제방붕괴,14184547.93,560,POINT(14184547.9257 4426865.7702000001),0
130,충청북도 진천군 이월면 노원리 748-1,748,1,4375035023,2020.0,1.0,14607,0,8.0,0,4427834.134,,폭우로 인한 제방붕괴,14184697.09,556,POINT(14184697.093800001 4427834.1338),0
131,충청북도 진천군 이월면 사곡리 120,120,,4375035021,2017.0,16.0,701,0,7.0,0,4424848.572,,호우로 인한 제방 유실,14184734.39,589,POINT(14184734.3859 4424848.5718),0
132,충청북도 진천군 이월면 사곡리 1267,1267,,4375035021,2020.0,1.0,3412,0,8.0,0,4422997.513,,폭우로 인한 제방붕괴,14184164.76,557,POINT(14184164.764 4422997.5131999999),0
133,충청북도 진천군 이월면 사곡리 1361,1361,,4375035021,2020.0,1.0,22169,0,8.0,0,4423123.19,,폭우로 인한 제방붕괴,14185192.8,561,POINT(14185192.7995 4423123.1896000002),0
134,충청북도 진천군 이월면 사곡리 480,480,,4375035021,2020.0,3.0,17942,0,8.0,0,4423483.526,,폭우로 인한 제방붕괴,14186318.35,568,POINT(14186318.3509 4423483.5257999999),0
135,충청북도 진천군 이월면 사곡리 499,499,,4375035021,2017.0,16.0,8886,0,7.0,0,4423925.856,,호우로 인한 제방 유실,14185221.85,587,POINT(14185221.8539 4423925.8554999996),0
136,충청북도 진천군 이월면 사곡리 763-0,763,0,4375035021,2020.0,3.0,3303,0,8.0,0,4424588.689,,폭우로 인한 도로붕괴,14184915.61,566,POINT(14184915.614 4424588.6886999998),0
137,충청북도 진천군 이월면 사곡리 산98-55,98,55,4375035021,2020.0,4.0,6093,0,8.0,0,4422641.09,,폭우로 인한 제방붕괴,14186025.47,569,POINT(14186025.4693 4422641.0902000004),0
138,충청북도 진천군 이월면 사당리 292-17,292,17,4375035031,2020.0,3.0,7170,0,8.0,0,4429914.012,,폭우로 인한 제방붕괴,14188560.77,564,POINT(14188560.7707 4429914.0120999999),0
139,충청북도 진천군 이월면 삼용리 1016,1016,,4375035027,2017.0,16.0,2103,0,7.0,0,4426790.031,,호우로 인한 법면 유실,14190403.78,588,POINT(14190403.7762 4426790.0313999997),0
140,충청북도 진천군 이월면 삼용리 1276,1276,,4375035027,2020.0,3.0,2742,0,8.0,0,4426087.973,,폭우로 인한 법면붕괴,14191293.21,563,POINT(14191293.214 4426087.9727999996),0
141,충청북도 진천군 이월면 송림리 산29-1,29,1,4375035025,2020.0,3.0,104768,0,8.0,0,4430983.632,,폭우로 인한 법면붕괴,14184529.89,562,POINT(14184529.892000001 4430983.6316),0
142,충청북도 진천군 이월면 송림리 산29-1,29,1,4375035025,2017.0,16.0,152685,0,7.0,0,4428960.777,,호우로 인한 간선임도 성토부 산사태,14182497.2,593,POINT(14182497.198100001 4428960.7768000001),0
143,충청북도 진천군 이월면 송림리 산29-1,29,1,4375035025,2020.0,3.0,202543,0,8.0,0,4428960.777,,폭우로 인한 임야 하단부 산사태,14182497.2,656,POINT(14182497.198100001 4428960.7768000001),0
144,충청북도 진천군 이월면 송림리 산29-1,29,1,4375035025,2020.0,3.0,104768,0,8.0,0,4430983.632,,폭우로 인한 법면붕괴,14184529.89,562,POINT(14184529.892000001 4430983.6316),0
145,충청북도 진천군 이월면 송림리 산29-1,29,1,4375035025,2017.0,16.0,152685,0,7.0,0,4428960.777,,호우로 인한 간선임도 성토부 산사태,14182497.2,593,POINT(14182497.198100001 4428960.7768000001),0
146,충청북도 진천군 이월면 송림리 산29-1,29,1,4375035025,2020.0,3.0,202543,0,8.0,0,4428960.777,,폭우로 인한 임야 하단부 산사태,14182497.2,656,POINT(14182497.198100001 4428960.7768000001),0
147,충청북도 진천군 이월면 신월리 317-23,317,23,4375035028,2020.0,3.0,19221,0,8.0,0,4428434.132,,폭우로 인한 도로붕괴,14189595.6,565,POINT(14189595.5967 4428434.1317999996),0
148,충청북도 진천군 이월면 신월리 317-23,317,23,4375035028,2020.0,3.0,1753,0,8.0,0,4428428.144,,호우로 인한 농어촌도로 침수,14189598.27,657,POINT(14189598.2684 4428428.1442),0
149,충청북도 진천군 이월면 신월리 997-2,997,2,4375035028,2020.0,1.0,19930,0,8.0,0,4426936.08,,폭우로 인한 제방붕괴,14190533.69,558,POINT(14190533.686100001 4426936.0798000004),0
150,충청북도 진천군 이월면 중산리 114-5,114,5,4375035022,2017.0,16.0,350,0,7.0,0,4427670.668,,호우로 인한 제방 유실,14185657.45,591,POINT(14185657.4471 4427670.6683999998),0
151,충청북도 진천군 이월면 중산리 1384,1384,,4375035022,2020.0,1.0,7778,0,8.0,0,4425347.615,,폭우로 인한 제방붕괴,14187064.53,559,POINT(14187064.5254 4425347.6151999999),0
152,충청북도 진천군 이월면 중산리 413,413,,4375035022,2017.0,16.0,701,0,7.0,0,4426850.734,,호우로 인한 소하천 둑 제방 유실,14186800.92,592,POINT(14186800.9209 4426850.7337999996),0
153,충청북도 충주시 용탄동 364-4,364,4,4313012000,2016.0,20.0,0,1,3.0,0,4440723.662,충청북도 충주시 사래실길 58-23,공사중 담벼락 붕괴,14245184.32,444,POINT(14245184.3203 4440723.6616000002),1
154,인천광역시 중구 제물량로 257,257,,2811000000,2020.0,26.0,0,0,2.0,0,4505396.739,인천광역시 중구 항동1가 3-2,축대 붕괴,14094925.61,596,POINT(14094925.605599999 4505396.7385999998),0
155,전북특별자치도 전주시 덕진구 진북동 산65-2,65,2,5211310200,2016.0,8.0,20000,0,6.0,0,4276536.175,,폭우로 인한 암반사면 낙석,14151895.64,453,POINT(14151895.6361 4276536.1754000001),0
156,경기도 수원시 권선구 곡반정동 553번지,553,,4111313600,2016.0,20.0,0,0,6.0,7,4472555.031,,"공사(콘크리트 타설) 중
바닥 붕괴",14140988.25,454,POINT(14140988.2468 4472555.0310000004),7
157,강원특별자치도 원주시 단구동 1433-27,1433,27,5113010700,2016.0,,0,0,7.0,0,4483816.917,,호우로 인한 전석 붕괴,14245400.28,455,POINT(14245400.280099999 4483816.9167999998),0
158,강원특별자치도 원주시 지정면 보통리 664,664,,5113033027,2016.0,,0,0,7.0,0,4488390.031,,호우로 인한 경사지 붕괴,14235580.12,456,POINT(14235580.119899999 4488390.0306000002),0
159,강원특별자치도 원주시 태장동 937-2,937,2,5113011200,2016.0,,0,0,7.0,0,4491148.329,,호우로 인한 하천제방붕괴,14243267.51,457,POINT(14243267.51 4491148.3293000003),0
160,강원특별자치도 원주시 단계동 149-24,149,24,5113011000,2016.0,,0,0,7.0,0,4489007.147,강원특별자치도 원주시 원문로118번길 7-1,호우로 인한 붕괴,14241540.37,459,POINT(14241540.3739 4489007.1470999997),0
161,부산광역시 동구 초량동 1127-51,1127,51,2617010100,2016.0,4.0,0,0,7.0,0,4179943.156,,"장마기간 집중호우(누적 166mm, 사고당일 72mm)로 지반약화 등",14364020.1,461,POINT(14364020.1031 4179943.1554999999),0
162,경기도 가평군 가평읍 개곡리 산 261-1,261,1,4182025030,2016.0,5.0,176620,0,7.0,0,4558002.575,,집중호우로 인한 도로비탈면 붕괴,14197689.75,463,POINT(14197689.748199999 4558002.5747999996),0
163,서울특별시 송파구 신천동 1,1,,1171010200,2016.0,5.0,0,0,7.0,0,4512045.375,서울특별시 송파구 송파대로 624,조사중,14148539.63,464,POINT(14148539.6327 4512045.375),0
164,서울특별시 송파구 거여동 42-18,42,18,1171011300,2016.0,9.0,0,0,7.0,0,4508267.966,서울특별시 송파구 거마로 18,주택 노후로 인한 붕괴,14153752.17,466,POINT(14153752.1678 4508267.9661999997),0
165,경상북도 포항시 북구 환호동 산65,65,,4711312300,2016.0,29.0,10000,0,8.0,0,4309375.178,,우천으로 인한 낙석발생,14404307.58,467,POINT(14404307.577299999 4309375.1782999998),0
166,울산광역시 울주군 웅촌면 은현리 산137-1,137,1,3171034025,2016.0,5.0,196308,0,10.0,0,4227874.132,,태풍 '차바'로 인한 토석류 발생,14377589.96,468,POINT(14377589.9593 4227874.1320000002),0
167,울산광역시 울주군 웅촌면 곡천리 산24-1,24,1,3171034023,2016.0,5.0,54530,0,10.0,0,4227678.606,,태풍 '차바'로 인한 토석류 발생,14383223.6,469,POINT(14383223.601500001 4227678.6059999997),0
168,울산광역시 울주군 청량읍 율리 산337,337,,3171026228,2016.0,5.0,239933,0,10.0,0,4236179.055,,태풍 '차바'로 인한 토석류 발생,14384627.37,470,POINT(14384627.373400001 4236179.0548),0
169,울산광역시 울주군 청량읍 율리 산103,103,,3171026228,2016.0,5.0,174496,0,10.0,0,4235360.027,,태풍 '차바'로 인한 토석류 발생,14384829.38,471,POINT(14384829.3825 4235360.0273000002),0
170,울산광역시 울주군 웅촌면 은현리 산241-1,241,1,3171034025,2016.0,5.0,327181,0,10.0,0,4226036.97,,태풍 '차바'로 인한 토석류 발생,14378000.68,472,POINT(14378000.684900001 4226036.9703000002),0
171,울산광역시 울주군 범서읍 중리 산204,204,,3171025928,2016.0,5.0,87248,0,10.0,0,4247165.438,,태풍 '차바'로 인한 토석류 발생,14385337.39,473,POINT(14385337.3894 4247165.4379000003),0
172,울산광역시 울주군 청량읍 율리 산17,17,,3171026228,2016.0,5.0,43624,0,10.0,0,4236333.539,,태풍 '차바'로 인한 토석류 발생,14386962.84,474,POINT(14386962.843599999 4236333.5388000002),0
173,경상북도 영주시 문수면 수도리 139,139,,4721033029,2016.0,15.0,0,2,12.0,0,4401993.994,,문화재 시굴 매몰사고,14319505.77,476,POINT(14319505.770500001 4401993.9939999999),1
174,인천광역시 중구 도원동 21-68번지,21,68,2811013200,2017.0,30.0,0,0,5.0,0,4504623.942,,"(빈집)건물 노후화로 인한
지붕 일부 붕괴",14097381.71,478,POINT(14097381.7092 4504623.9420999996),0
175,울산광역시 동구 화정동 산160-1,160,1,3117010200,2017.0,27.0,0,0,6.0,0,4231818.402,울산광역시 동구 봉수로 101(화정동),붕괴,14406626.32,479,POINT(14406626.323899999 4231818.4016000004),0
176,인천광역시 부평구 십정동 94-16,94,16,2823710200,2017.0,2.0,0,0,7.0,0,4506457.336,"인천광역시 부평구 여우재로 26번길 28-9(십정동, 그린힐타운)",주차장 외벽 일부 붕괴,14103286.58,480,POINT(14103286.578400001 4506457.3356999997),0
177,충청북도 청주시 상당구 낭성면 무성리 18-2,18,2,4311131032,2017.0,14.0,0,0,7.0,0,4390814.305,충청북도 청주시 상당구 낭성면 갈산무성길 85,집중호우,14201886.11,481,POINT(14201886.107100001 4390814.3051000005),0
178,충청북도 청주시 상당구 미원면 운암리 302-1,302,1,4311132038,2017.0,14.0,0,0,7.0,0,4384181.677,충청북도 청주시 상당구 미원면 운암2길 39,집중호우,14214113.22,482,POINT(14214113.2203 4384181.6766999997),0
179,충청북도 청주시 청원구 오창읍 화산리 62,62,,4311425322,2017.0,14.0,0,0,7.0,0,4400444.416,충청북도 청주시 청원구 오창읍 꽃화산1길 35-8,집중호우,14181386.97,483,POINT(14181386.974400001 4400444.4155000001),0
180,충청북도 청주시 상당구 낭성면 이목리 174-1,174,1,4311131025,2017.0,14.0,0,0,7.0,0,4386965.09,충청북도 청주시 상당구 낭성면 이목정봉길 30,집중호우,14204077.57,484,POINT(14204077.566500001 4386965.0899999999),0
181,충청북도 청주시 상당구 미원면 금관리 383-3,383,3,4311132041,2017.0,14.0,0,0,7.0,0,4386251.892,,집중호우,14217403.15,485,POINT(14217403.153000001 4386251.8918000003),0
182,충청북도 청주시 상당구 가덕면 한계리 349-2,349,2,4311133034,2017.0,14.0,0,0,7.0,0,4385445.952,충청북도 청주시 상당구 가덕면 한계1길 191-29,집중호우,14200147.22,486,POINT(14200147.2213 4385445.9523999998),0
183,충청북도 청주시 상당구 미원면 금관리 388,388,,4311132041,2017.0,14.0,0,0,7.0,0,4386276.039,충청북도 청주시 상당구 미원면 운암계원로 574-24,집중호우,14217553.83,487,POINT(14217553.834100001 4386276.0389),0
184,충청북도 청주시 상당구 월오동 559-48,559,48,4311113000,2017.0,14.0,0,0,7.0,0,4385376.798,충청북도 청주시 상당구 다리실로115번길 6-11 (월오동),집중호우,14197086.65,488,POINT(14197086.653999999 4385376.7982999999),0
185,충청북도 청주시 상당구 미원면 운암리 215,215,,4311132038,2017.0,14.0,0,0,7.0,0,4385284.479,충청북도 청주시 상당구 미원면 운암3길 12-11,집중호우,14213549.26,489,POINT(14213549.263499999 4385284.4785000002),0
186,충청북도 청주시 상당구 미원면 운암리 99,99,,4311132038,2017.0,14.0,0,0,7.0,0,4383937.766,충청북도 청주시 상당구 미원면 운암계원로 84-37,집중호우,14214772.77,490,POINT(14214772.770099999 4383937.7659),0
187,충청북도 청주시 상당구 월오동 산11-1,11,1,4311113000,2017.0,14.0,0,0,7.0,0,4387258.363,충청북도 청주시 상당구 다리실로249번길 181-14 (월오동),집중호우,14198223.75,491,POINT(14198223.753900001 4387258.3629000001),0
188,충청북도 청주시 상당구 낭성면 관정리 51-1,51,1,4311131021,2017.0,14.0,0,0,7.0,0,4385653.236,충청북도 청주시 상당구 낭성면 관정2길 48,집중호우,14208701.23,492,POINT(14208701.2334 4385653.2359999996),0
189,충청북도 청주시 상당구 월오동 505-1,505,1,4311113000,2017.0,14.0,0,0,7.0,0,4385275.269,충청북도 청주시 상당구 다리실로69번길 61-13 (월오동),집중호우,14196673.76,493,POINT(14196673.7552 4385275.2685000002),0
190,충청북도 청주시 흥덕구 송절동 48,48,,4311313400,2017.0,14.0,0,0,7.0,0,4392587.162,충청북도 청주시 흥덕구 신정로 5 (송절동),집중호우,14189182.89,494,POINT(14189182.8861 4392587.1622000001),0
191,충청북도 청주시 상당구 월오동 559-30,559,30,4311113000,2017.0,14.0,0,0,7.0,0,4385383.432,충청북도 청주시 상당구 다리실로115번길 13 (월오동),집중호우,14197012.14,495,POINT(14197012.1359 4385383.4315999998),0
192,충청북도 청주시 상당구 운동동 67,67,,4311112900,2017.0,14.0,0,0,7.0,0,4384383.197,충청북도 청주시 상당구 목련로214번길 29(운동동),집중호우,14196324.43,496,POINT(14196324.427100001 4384383.1967000002),0
193,충청북도 청주시 상당구 미원면 어암리 3,3,,4311132042,2017.0,14.0,0,0,7.0,0,4385672.197,,집중호우,14221154.3,497,POINT(14221154.2991 4385672.1973000001),0
194,울산광역시 울주군 상북면 이천리 559,559,,3171038025,2012.0,17.0,0,0,9.0,0,4237340.987,,폭우 인한 하천제방유실,14361666.44,197,POINT(14361666.437100001 4237340.9867000002),0
195,울산광역시 울주군 상북면 길천리 508-8,508,8,3171038024,2012.0,17.0,0,0,9.0,0,4243092.025,,폭우 인한 하천제방유실,14370014.46,198,POINT(14370014.458799999 4243092.0248999996),0
196,울산광역시 울주군 상북면 등억알프스리 687,687,,3171038034,2012.0,17.0,0,0,9.0,0,4240952.466,,폭우 인한 하천제방유실,14366712.75,199,POINT(14366712.7531 4240952.4661999997),0
197,울산광역시 울주군 상북면 이천리 737,737,,3171038025,2012.0,17.0,0,0,9.0,0,4235455.328,,폭우 인한 잠수교입구파손,14361266.84,200,POINT(14361266.8432 4235455.3278000001),0
198,경상북도 경주시 안강읍 산대리 1245-1,1245,1,4713025332,2013.0,12.0,216643,0,4.0,0,4301570.49,,"시설노후로 복통(제방 밑 물 공급하는 관수로)누수로 
토사 유출 붕괴사고",14381283.72,223,POINT(14381283.7162 4301570.4895000001),0
199,울산광역시 울주군 두동면 만화리 58-10,58,10,3171036021,2013.0,7.0,0,0,5.0,0,4253106.451,,폭우 인한 석축 붕괴,14385687.65,224,POINT(14385687.648700001 4253106.4506000001),0
200,전북특별자치도 정읍시 상동 209-3,209,3,5218010300,2013.0,21.0,0,0,5.0,1,4240243.94,,건축물 신축공사장 천정붕괴에 의한 부상,14123107.79,225,POINT(14123107.785700001 4240243.9400000004),1
201,광주광역시 광산구 월계동 893-1,893,1,2920011500,2013.0,6.0,0,0,6.0,6,4193066.885,,"콘크리트 타설작업중 2층 구조물이 붕괴되면서
작업인부 6명이 구조물과 함께 매몰됨",14120635.09,226,POINT(14120635.087099999 4193066.8851000001),6
202,서울특별시 송파구 오금동 74-10,74,10,1171011200,2013.0,7.0,0,0,7.0,0,4509688.318,,집중폭우로 인한 지반침하,14152702.81,230,POINT(14152702.805400001 4509688.3183000004),0
203,경상북도 영주시 풍기읍 동부리 454-4,454,4,4721025022,2013.0,11.0,0,0,7.0,0,4420934.134,,오래된 집 우측부분 붕괴-노부부2인거주였으나 당시 대피함,14308251.67,231,POINT(14308251.672700001 4420934.1342000002),0
204,서울특별시 송파구 마천동 12-11,12,11,1171011400,2013.0,13.0,0,0,7.0,0,4509348.01,,집중호우로 인한 담장 붕괴,14153687.82,232,POINT(14153687.818 4509348.0097000003),0
205,서울특별시 송파구 거여동 204-63,204,63,1171011300,2013.0,18.0,0,0,7.0,0,4508304.463,,건물 노후화,14154207.88,233,POINT(14154207.8751 4508304.4627999999),0
206,울산광역시 중구 옥교동 277-1,277,1,3111010500,2013.0,19.0,0,0,7.0,0,4239348.657,,건물철거 작업장,14396127.39,234,POINT(14396127.3949 4239348.6564999996),0
207,강원특별자치도 평창군 봉평면 덕거리 282,282,,5176034029,2013.0,22.0,0,0,7.0,0,4527581.148,,집중호우로 인한 산사태 발생,14293706.61,235,POINT(14293706.6121 4527581.1481999997),0
208,강원특별자치도 평창군 진부면 두일리 산79,79,,5176036024,2013.0,23.0,0,0,7.0,0,4534890.847,,집중호우로 인한 산사태 발생,14309485.37,236,POINT(14309485.372300001 4534890.8468000004),0
209,강원특별자치도 평창군 진부면 거문리 산181,181,,5176036030,2013.0,23.0,0,0,7.0,0,4523167.108,,집중호우로 인한 산사태 발생,14306131.96,237,POINT(14306131.9594 4523167.1079000002),0
210,경상북도 영양군 영양읍 감천리 604-1,604,1,4776025023,2013.0,21.0,0,0,8.0,0,4386194.519,,도로 낙석발생,14369825.89,239,POINT(14369825.8859 4386194.5186000001),0
211,강원특별자치도 원주시 무실동 641-1,641,1,5113011500,2013.0,30.0,0,0,8.0,1,4485187.707,,아파트 공사장 철근이 떨어지면서 인부 1명 깔림,14240252.84,240,POINT(14240252.839600001 4485187.7066000002),1
212,경상북도 안동시 안기동 207-2 일대,,,4717012800,2013.0,1.0,0,0,9.0,0,4379971.687,,안기동 208번지의 정지작업 중 인접건물의 축대가 붕괴되어 주택   균열 및 손상,14328994.65,241,POINT(14328994.6483 4379971.6869000001),0
213,경상남도 거창군 웅양면 산포리 산9,9,,4888032026,2013.0,2.0,0,1,9.0,1,4280605.265,,지반이 무너지며 차량과 사람이 약5m 아래로 추락하여 매몰됨.,14242643.76,242,POINT(14242643.756200001 4280605.2647000002),0
214,대구광역시 달성군 다사읍 죽곡리 204,204,,2771025627,2013.0,4.0,0,0,10.0,1,4281139.311,,건물외벽 3층 비계(아시바) 붕괴로 현장인부 1명 추락,14300573.99,243,POINT(14300573.9878 4281139.3112000003),1
215,전북특별자치도 전주시 덕진구 덕진동1가1263-4,11263,4,5211312500,2013.0,5.0,0,0,10.0,1,4279012.979,,공사장 흙이 붕괴되어 매몰,14151674.13,244,POINT(14151674.1251 4279012.9789000005),1
216,울산광역시 북구 진장동 650 세차장,,,3120012100,2013.0,8.0,0,0,10.0,0,4241018.584,,강풍에 의한 축대붕괴,14400320.34,245,POINT(14400320.337300001 4241018.5844000001),0
217,울산광역시 중구 태화동 산34-2 LH공사장,,,3111011100,2013.0,16.0,0,0,11.0,1,4240108.689,,공사현장에서 굴착공사 중 토사붕괴,14393383.83,246,POINT(14393383.829600001 4240108.6893999996),1
218,전북특별자치도 정읍시 감곡면 승방리 183-2,183,2,5218040021,2013.0,1.0,0,0,12.0,1,4262088.074,,교통사고에 의한 버스승강장 붕괴,14125669.03,247,POINT(14125669.028899999 4262088.0740999999),1
219,전북특별자치도 정읍시 산내면 매죽리 산213-9,213,9,5218043023,2013.0,13.0,0,0,12.0,0,4239914.942,,붕괴위험지역 지정고시,14139458.31,248,POINT(14139458.3102 4239914.9418000001),0
220,전북특별자치도 정읍시 산내면 매죽리 산212-8,212,8,5218043023,2013.0,13.0,0,0,12.0,0,4238962.935,,붕괴위험지역 지정고시,14139106.04,249,POINT(14139106.040200001 4238962.9353),0
221,전북특별자치도 정읍시 정우면 산북리 산28-1,28,1,5218038022,2013.0,13.0,0,0,12.0,0,4246168.672,,붕괴위험지역 지정고시,14137725.21,250,POINT(14137725.2095 4246168.6721999999),0
222,전북특별자치도 정읍시 금붕동 산133,133,,5218011200,2013.0,13.0,0,0,12.0,0,4237890.071,,붕괴위험지역 지정고시,14126060.53,251,POINT(14126060.5296 4237890.0707),0
223,전북특별자치도 정읍시 시기동 83-16,83,16,5218010400,2013.0,13.0,0,0,12.0,0,4238551.774,,붕괴위험지역 지정고시,14122260.96,252,POINT(14122260.955399999 4238551.7737999996),0
224,전북특별자치도 정읍시 칠보면 와우리 산38,38,,5218042023,2013.0,13.0,0,0,12.0,0,4238545.827,,붕괴위험지역 지정고시,14122241.32,253,POINT(14122241.321 4238545.8272000002),0
225,전북특별자치도 정읍시 장명동 산1,1,,5218010200,2013.0,13.0,0,0,12.0,0,4241479.561,,붕괴위험지역 지정고시,14121861.47,254,POINT(14121861.472200001 4241479.5612000003),0
226,울산광역시 울주군 온산읍 산암리 360,360,,3171025027,2014.0,9.0,0,0,1.0,1,4224109.624,,슬러지(부유물) 탱크 내 슬러지 붕괴,14398534.58,255,POINT(14398534.5834 4224109.6244000001),1
227,울산광역시 북구 효문동 196-3 동진오토텍,,,3120012300,2014.0,10.0,0,0,2.0,0,4241777.632,,폭설로 공장지붕 붕괴,14401446.81,256,POINT(14401446.8082 4241777.6321999999),0
228,울산광역시 북구 효문동 81-1 세진글라스,,,3120012300,2014.0,10.0,0,1,2.0,3,4240910.761,,폭설로 공장지붕 붕괴,14402362.36,257,POINT(14402362.3618 4240910.7607000005),2
229,울산광역시 북구 연암동 1367 금영ETS,,,3120012200,2014.0,10.0,0,1,2.0,1,4243073.494,,폭설로 공장지붕 붕괴,14401915.97,258,POINT(14401915.967900001 4243073.4939999999),0
230,울산광역시 북구 화봉동 642-1 드림마트,,,3120012500,2014.0,11.0,0,0,2.0,0,4244566.395,,폭설로  인한 샌드위치 판넬 붕괴,14400261.63,259,POINT(14400261.625299999 4244566.3948999997),0
231,울산광역시 북구 연암동 945 덕양산업,,,3120012200,2014.0,11.0,0,0,2.0,0,4242935.453,,폭설로 공장지붕 붕괴,14400790.43,260,POINT(14400790.432399999 4242935.4528999999),0
232,울산광역시 중구 남외동 549-31 공사장,,,3111011500,2014.0,11.0,0,0,2.0,0,4241812.597,,폭설로 인한 공사장 붕괴,14399093.43,262,POINT(14399093.430500001 4241812.5968000004),0
233,울산광역시 북구 효문동 산68-1,68,1,3120012300,2014.0,11.0,0,0,2.0,0,4241942.645,,폭설로 공장지붕 붕괴,14402025.47,264,POINT(14402025.466800001 4241942.6452000001),0
234,울산광역시 중구 동동 471-28,471,28,3111011300,2014.0,12.0,0,0,2.0,0,4241989.947,,폭설로 인해 가옥의 섀시로 된 보일러실 지붕 붕괴,14399041.17,265,POINT(14399041.169600001 4241989.9469999997),0
235,울산광역시 남구 야음동 168-1,168,1,3114010800,2014.0,12.0,15000,0,2.0,0,4235324.255,,폭설로 인한 지붕붕괴,14398375.38,266,POINT(14398375.3824 4235324.2549000001),0
236,강원특별자치도 삼척시 남양동 341 모델하우스,,,5123012000,2014.0,13.0,0,0,2.0,0,4500651.398,,폭설로 인해 모델하우스 지붕 일부가 무너짐,14379040.92,267,POINT(14379040.9219 4500651.398),0
237,경상북도 경주시 양남면 신대리 1265-3,1265,3,4713032027,2014.0,17.0,0,12,2.0,10,4256880.831,,"2.17 강설 종료 후 지붕 제설 작업 미이행, 건축물 구조 및 시공에 대한 문제",14401220.01,268,POINT(14401220.0121 4256880.8306),22
238,경상북도 경주시 양남면 신대리 산140-1,140,1,4713032027,2014.0,17.0,10887000,18,2.0,10,4257774.869,경상북도 경주시 양남면 동남로 982,유례없는 폭설과 습설 및 P.E.B공법 설계기준 부재,14401752.85,269,POINT(14401752.8464 4257774.8688000003),28
239,대전광역시 중구 대흥동 326-166,326,166,3014010500,2014.0,1.0,0,0,3.0,0,4344538.013,,신축공사장 통로 지반붕괴,14184452.01,272,POINT(14184452.011299999 4344538.0129000004),0
240,울산광역시 중구 교동 173-5,173,5,3111010700,2014.0,29.0,0,0,3.0,1,4240382.972,,주택 담벼락 붕괴,14395309.59,274,POINT(14395309.5902 4240382.9716999996),1
241,서울특별시 성북구 삼선동1가 306-3,306,3,1129012700,2004.0,17.0,0,0,9.0,1,4520381.254,,건물 노화로 인한 붕괴,14138634.93,1,POINT(14138634.931299999 4520381.2538000001),1
242,충청북도 음성군 대소면 오류리 602-1,602,1,4377034031,2005.0,24.0,0,5,9.0,6,4436421.001,,"슬라브거푸집 제거작업중
콘크리트 슬라브 지붕판 붕괴",14190158.82,2,POINT(14190158.8244 4436421.0006999997),1
243,경기도 가평군 설악면 엄소리 33-24,33,24,4182031029,2006.0,16.0,75000,1,7.0,3,4528081.898,,집중호우로 인한 산사태,14194654.38,3,POINT(14194654.376399999 4528081.8975999998),2
244,경기도 화성시 남양읍 북양리 77-16,77,16,4159026228,2006.0,22.0,50000,1,7.0,3,4469756.743,,산지전용부지 불법훼손에 따른 붕괴,14119926.49,4,POINT(14119926.4856 4469756.7429999998),2
245,부산광역시 부산진구 전포동 564-3,564,3,2623010200,2006.0,26.0,3000,0,7.0,13,4186376.375,,노후로 인한 건물(일제시대 지어진 목조건물) 붕괴,14367502.39,5,POINT(14367502.3859 4186376.3753999998),13
246,충청북도 진천군 이월면 중산리 산10-1,10,1,4375035022,2006.0,15.0,0,1,8.0,1,4425387.391,충청북도 진천군 이월면 생거진천로 1770,공장내 도로 뒷길 붕괴,14187794.29,6,POINT(14187794.287900001 4425387.3908000002),0
247,충청북도 진천군 진천읍 벽암리 570-1,570,1,4375025026,2006.0,14.0,0,0,12.0,5,4419763.968,,콘크리트 타설 중 지지대 붕괴,14186499.93,7,POINT(14186499.93 4419763.9678999996),5
248,부산광역시 영도구 남항동2가 16,16,,2620000000,2007.0,1.0,0,1,2.0,1,4175878.259,,지상 4층 건물 철거 작업중 붕괴 압사,14364094.17,8,POINT(14364094.1653 4175878.2590000001),0
249,대구광역시 중구 종로1가 48,48,,2711000000,2007.0,13.0,0,1,2.0,3,4282752.388,,건물 철거작업중 진동으로 목조 건물 붕괴,14314844.18,9,POINT(14314844.1753 4282752.3879000004),2
250,울산광역시 남구 여천동 190,190,,3114010700,2007.0,28.0,0,0,3.0,1,4236340.034,,배관매설작업중 토사 붕괴,14400617.88,10,POINT(14400617.881999999 4236340.0335999997),1
251,인천광역시 남동구 구월동 349-93,349,93,2820010100,2007.0,12.0,0,1,8.0,1,4502328.184,,교회 철탑 붕괴,14106621.87,11,POINT(14106621.8665 4502328.1835000003),0
252,서울특별시 영등포구 여의도동 23,23,,1156011000,2007.0,19.0,0,0,9.0,0,4512536.978,,굴착공사 후 집중호우로 인한 지반 침하로 추정,14129259.5,12,POINT(14129259.495300001 4512536.9775),0
